==========================================================================================
n_gen  |  n_eval  | n_nds  |     cv_min    |     cv_avg    |      eps      |   indicator  
==========================================================================================
     1 |      200 |      7 |  0.000000E+00 |  0.000000E+00 |             - |             -
     2 |      400 |     10 |  0.000000E+00 |  0.000000E+00 |  0.0556737589 |         ideal
     3 |      600 |     13 |  0.000000E+00 |  0.000000E+00 |  0.2889394815 |         ideal
     4 |      800 |     10 |  0.000000E+00 |  0.000000E+00 |  0.1321900769 |         ideal
     5 |     1000 |     11 |  0.000000E+00 |  0.000000E+00 |  0.0395819690 |             f
     6 |     1200 |     12 |  0.000000E+00 |  0.000000E+00 |  0.0858729555 |         ideal
     7 |     1400 |     18 |  0.000000E+00 |  0.000000E+00 |  0.0704954955 |         nadir
     8 |     1600 |     20 |  0.000000E+00 |  0.000000E+00 |  0.1676163340 |         ideal
     9 |     1800 |     21 |  0.000000E+00 |  0.000000E+00 |  0.0032758800 |             f
    10 |     2000 |     25 |  0.000000E+00 |  0.000000E+00 |  0.0060657433 |             f
    11 |     2200 |     26 |  0.000000E+00 |  0.000000E+00 |  0.0008013491 |             f
    12 |     2400 |     26 |  0.000000E+00 |  0.000000E+00 |  0.0008013491 |             f
    13 |     2600 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    14 |     2800 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    15 |     3000 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    16 |     3200 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    17 |     3400 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    18 |     3600 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    19 |     3800 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    20 |     4000 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    21 |     4200 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    22 |     4400 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    23 |     4600 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    24 |     4800 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    25 |     5000 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
